latitude,longitude,month,sea_surface_temp,salinity,ph,pollution_nearby,current_speed,plastic_concentration,phytoplankton,dissolved_oxygen,coral_health,plastic_accumulation,carbon_sequestration
-30.72531092880685,-157.8781651740556,8,21.910800268974544,35.331735463514306,7.883928028858768,0.19031466235289463,0.9320231386621269,340.8599156748898,5.7475998749586354,4.141907057503908,3.3106777289315303,6.576317371939441,-85.35381880203082
-47.37943564621352,149.3325113872291,8,21.502149102194046,33.8597844163047,7.654268415763479,0.48700629015614894,0.7986671735928352,708.604700740836,3.0141643572486823,6.578804949861437,8.80177516605637,1.6151889296932964,-199.46825330188832
55.8926153738077,12.378722538825684,1,26.783815091743666,33.73015794129957,7.543970947634631,0.4840920701963456,0.22635788185892913,748.9880016740577,9.218098502488697,8.646075599954635,5.914076143055688,14.853729571589678,-209.97614412964876
-37.25763869711015,77.10109166489076,5,21.627854443636263,34.69930522325679,7.712032156919223,0.7091982514976923,0.4645514491995202,432.91103929888794,5.643223487899717,5.8907379138310665,4.434977386717907,15.773131650999934,-121.94243905437641
-63.972571203479305,95.57161035196316,9,24.97762342622095,32.840777156870004,8.260282596220435,0.15941753754324062,0.14828575012656886,182.0311193118882,2.057435946445585,7.177268474151429,-5.927551159984542,-2.5483860612024136,-50.79826491490937
88.65208130302395,3.3177230414967482,6,21.47680201682586,34.49427469558183,8.08032269393048,0.6803265151909559,0.41226435860553656,80.81332325613666,1.1600891383810497,4.198032344830164,13.527603834879136,11.913653671675812,-16.491185701475764
2.301299155208085,170.65003202602713,9,29.595470510458817,36.09949424251322,8.00278300426981,0.246407859755853,1.0872169604690562,498.2537174339201,0.9255520569530551,4.5554413400205735,7.376686235186115,5.187529524879339,-138.95480424963148
50.56602446932777,41.950337416831445,4,28.558387824636966,32.142012202270266,8.255990337594602,0.7291173135167098,0.8808159351421434,394.78400534103474,7.611798528715507,4.426847476823914,-1.2781738652244172,1.4767351294006352,-103.39378645361815
62.09125501291655,33.24090843150185,7,24.662658191980785,33.970908288166335,7.5973789104938945,0.5564245068599412,1.6508552244228556,564.1841552886204,8.349539249030927,6.821579872273821,7.6980956290871045,1.0763202967487615,-154.59284417719024
-37.82433595783262,-171.33983836292708,11,20.776336168548404,33.01895890576829,8.291279378047808,0.49501256944205896,0.7688788781168856,667.7729807192175,5.126385364123095,6.901156113775687,9.991586982541605,-8.046423461328036,-182.30270879481364
-20.631917883727866,-32.79740003387906,10,24.411472522089863,33.379825817524825,8.098175167889362,0.9545677870482879,0.41312187588263494,342.3607261353715,1.7128438201758756,6.397681967812361,2.6727696859353287,-5.955373481708496,-82.9001329769933
-62.94177142168002,-170.2262014969082,9,28.08893225486144,30.589674939104526,7.785979834965889,0.33301492461543725,0.23200306081413857,741.3391343346434,9.24976579925254,6.981241312320225,1.4878619779922637,1.1025325598972344,-203.2184638176526
58.788281122294336,-16.846882677213245,7,24.453391964847718,34.342403184789255,8.131084629060874,0.9537144841188077,0.05771093957865059,258.0761264322702,4.808187933334147,6.0878691895957004,8.273313339663664,1.4391022501954396,-57.38882620739397
11.591935294376881,-19.665373080125676,3,24.334697626453043,31.493859751858263,7.868583032820622,0.8669934558059653,0.5075444339249215,331.53139149479506,8.263674040428592,7.083022790433409,6.1500485754347505,28.497875316819993,-87.12558628245505
-69.96543507132519,136.19532483574585,6,29.491588577705627,31.686437468403337,7.9490526374609605,0.21098539916049097,1.4522576681377284,958.4946934684082,0.049107443309446275,4.56076968931769,-1.713827065428137,11.162555860532908,-288.0745416499248
56.67268882600007,93.33266766904762,4,26.901310061904347,35.26488480207909,7.728462819582843,0.5171704371236575,0.0058565110668067355,208.23357731505055,7.77914689171645,8.60294431442854,8.317563653683306,-12.815945199195982,-45.61314957325671
17.419672297942867,-122.1216555516522,4,25.173098984840202,36.03173934986933,7.745072245528225,0.48855151544958664,1.6587814794269298,623.3426165504536,7.411724993503896,8.191544488650443,4.740789400955736,10.456948113854304,-178.10675888097745
-16.952259294348295,135.2108560319328,9,27.06009376116758,32.978176177306324,8.107741371793733,0.4817348258430856,0.4453601116858201,807.054119149502,2.2335193594294145,8.142457887473032,8.377122212282668,1.2141124084098067,-235.21656615496025
-17.44416310669712,-134.33868715965644,7,27.798394540608506,32.887662028107904,7.51860602559727,0.8179876349620074,1.008123916396296,751.226301135349,1.546495100384423,8.272359893392132,5.156044506659857,0.3892186475052162,-215.91044766014426
-70.13185536747122,116.0797229681611,6,26.703756486566107,32.33504647935683,7.644996229307333,0.42275200312673067,1.98035544264741,489.3530891924805,7.990802505077745,5.564142640645093,5.1253288627578995,2.361493043515903,-130.54239449207398
14.452016617725008,-86.91360717072378,5,21.16397396001635,35.03580440789949,8.2034077263287,0.18343734166368353,0.513148595676741,21.920295188590178,8.773697058666228,7.367027612624316,12.52310641547572,16.780456212173192,-1.7643650413994934
88.21304488216748,2.3323100795772973,9,20.342904803662567,36.6718783454414,7.561275400286571,0.9463947316439604,0.20694192203394302,196.13987356155192,7.849721980180288,5.482254735047681,7.193582391366014,-6.434575225839994,-38.688108293640425
70.22730725528035,-143.13523650778626,3,29.312202288787063,30.05435025558033,8.0523503474169,0.06317519160525031,0.4136633341787552,528.2019104456099,8.611014420946647,6.753759258791983,7.325760819976958,-4.521514141512137,-123.40467975674562
67.81129065343285,41.78199991381297,3,21.037460291095158,33.42343034043246,7.524740956358523,0.017682990515072605,0.32808069524287475,276.25213932724523,7.264114537237917,4.012262158937587,9.161500872730198,-0.3010474991887029,-65.05001551313737
-43.29519934551816,11.264051292717369,7,21.418924922270794,33.33546222463596,7.768555799817227,0.5892817211345495,1.6240703708250175,345.4905401318059,4.809822381424583,5.91445548876101,0.038887646678846366,12.040297454763007,-105.31366175481884
5.808397574918573,65.33108557922597,5,20.361205190405965,35.15703739541791,8.124689340458197,0.4095753068702467,0.09900003814437164,263.2632786483833,3.946443414749705,6.685355478269074,12.083239813506777,-3.454510811830006,-68.87078651594241
46.09389376031254,-67.02696919703112,3,23.984413859021764,35.1164543954313,7.768898783494453,0.3106333578256979,1.6967170236265077,913.5713586235578,4.083863666765236,6.713652342759225,6.563540891234588,-13.197131292457978,-268.86449106447066
-46.10690115787765,-175.07917720104157,7,28.42984566119092,33.655787022835526,8.103736570102503,0.4224091875992786,0.728800693245206,484.1133009725187,4.638677073498872,4.532510954654936,6.603289746948758,8.10426859185412,-126.65241650726551
